Sep 07 03:55:08 raspberrypi RTOS_SEQUENCER[17357]: Linux raspberrypi 6.12.34+rpt-rpi-v8 #1 SMP PREEMPT Debian 1:6.12.34-1+rpt1~bookworm (2025-06-26) aarch64 raspberrypi [COURSE:2][ASSIGNMENT:1]: System Information Logged
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTMAIN on cpu=0 @ sec=1757213708.036897, elapsed=1.000281
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: Thread 1 start S1 @ 1.000526 on core 3
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: Thread 2 start S2 @ 1.000630 on core 3
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: Thread 3 start S3 @ 1.000733 on core 3
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: Thread 0 start Sequencer @ 1.000839 on core 3
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000000 @ sec=1.000860, last=0.999839, dt=0.001021, sdt=0.000021
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000001 @ sec=1.001797, last=1.000860, dt=0.000937, sdt=-0.000063
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000002 @ sec=1.002783, last=1.001797, dt=0.000986, sdt=-0.000014
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000003 @ sec=1.003715, last=1.002783, dt=0.000932, sdt=-0.000068
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000004 @ sec=1.004700, last=1.003715, dt=0.000985, sdt=-0.000015
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000005 @ sec=1.005634, last=1.004700, dt=0.000934, sdt=-0.000066
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000006 @ sec=1.006624, last=1.005634, dt=0.000990, sdt=-0.000010
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000007 @ sec=1.007556, last=1.006624, dt=0.000932, sdt=-0.000068
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000008 @ sec=1.008555, last=1.007556, dt=0.000999, sdt=-0.000001
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000009 @ sec=1.009477, last=1.008555, dt=0.000922, sdt=-0.000078
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000010 @ sec=1.010480, last=1.009477, dt=0.001003, sdt=0.000003
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000011 @ sec=1.011399, last=1.010480, dt=0.000919, sdt=-0.000081
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000012 @ sec=1.012397, last=1.011399, dt=0.000998, sdt=-0.000002
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000013 @ sec=1.013317, last=1.012397, dt=0.000920, sdt=-0.000080
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000014 @ sec=1.014317, last=1.013317, dt=0.001000, sdt=0.000000
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000015 @ sec=1.015236, last=1.014317, dt=0.000919, sdt=-0.000081
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000016 @ sec=1.016236, last=1.015236, dt=0.001000, sdt=0.000000
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000017 @ sec=1.017154, last=1.016236, dt=0.000918, sdt=-0.000082
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000018 @ sec=1.018156, last=1.017154, dt=0.001002, sdt=0.000002
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000019 @ sec=1.019077, last=1.018156, dt=0.000921, sdt=-0.000079
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000020 @ sec=1.020074, last=1.019077, dt=0.000997, sdt=-0.000003
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000021 @ sec=1.020998, last=1.020074, dt=0.000924, sdt=-0.000076
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000022 @ sec=1.021993, last=1.020998, dt=0.000996, sdt=-0.000004
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000023 @ sec=1.022916, last=1.021993, dt=0.000923, sdt=-0.000077
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000024 @ sec=1.023911, last=1.022916, dt=0.000994, sdt=-0.000006
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000025 @ sec=1.024834, last=1.023911, dt=0.000923, sdt=-0.000077
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000026 @ sec=1.025831, last=1.024834, dt=0.000998, sdt=-0.000002
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000027 @ sec=1.026752, last=1.025831, dt=0.000920, sdt=-0.000080
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000028 @ sec=1.027749, last=1.026752, dt=0.000998, sdt=-0.000002
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000029 @ sec=1.028669, last=1.027749, dt=0.000920, sdt=-0.000080
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000030 @ sec=1.029668, last=1.028669, dt=0.000999, sdt=-0.000001
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000031 @ sec=1.030590, last=1.029668, dt=0.000922, sdt=-0.000078
Sep 07 03:55:09 raspberrypi RTOS_SEQUENCER[17357]: raspberrypi [COURSE:2][ASSIGNMENT:1]: RTSEQ cycle 00000032 @ sec=1.031587, last=1.030590, dt=0.000997, sdt=-0.000003
